path,doc_type,authority_level,published_via_mkdocs,audience,status,issues_found,last_reviewed,notes
docs/analysis/usdjpy_oco_tick_exact_rolling_report.md,analysis_report,derived,yes,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/usdjpy_offset_tickbar_robustness_report.md,analysis_report,derived,no,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/usdjpy_tick_opportunity_mining_report.md,analysis_report,derived,yes,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/usdjpy_tick_opportunity_ml_ready_report.md,analysis_report,derived,no,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/usdjpy_tick_opportunity_monthly_wfo_oco_fullcap_report.md,analysis_report,derived,yes,operator+contributor,reviewed,yes,2026-03-20,see audit findings for concrete issue details
docs/analysis/usdjpy_tick_opportunity_monthly_wfo_report.md,analysis_report,derived,no,operator+contributor,reviewed,yes,2026-03-20,see audit findings for concrete issue details
docs/api.md,top_level_doc,supporting,yes,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/api_reference.md,top_level_doc,supporting,yes,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/architecture.md,top_level_doc,supporting,yes,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/archive/analysis/audusd_tick_opportunity_ml_ready_report.md,archive_report,archive,no,historical,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/archive/analysis/eurusd_tick_opportunity_ml_ready_report.md,archive_report,archive,no,historical,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/archive/analysis/gbpusd_tick_opportunity_ml_ready_report.md,archive_report,archive,no,historical,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/archive/analysis/usdcad_tick_opportunity_ml_ready_report.md,archive_report,archive,no,historical,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/archive/analysis/usdchf_oco_monthly_wfo_robustness_report.md,archive_report,archive,no,historical,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/archive/analysis/usdchf_tick_opportunity_ml_ready_report.md,archive_report,archive,no,historical,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/archive/analysis/usdjpy_tick_opportunity_ml_ready_report.md,archive_report,archive,no,historical,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/code_reference.md,top_level_doc,supporting,yes,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/config_reference.md,top_level_doc,supporting,yes,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/core_reference.md,top_level_doc,supporting,yes,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/data_pipeline.md,top_level_doc,supporting,yes,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/db_schema.md,top_level_doc,supporting,yes,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/db_schema_diagram.md,top_level_doc,supporting,yes,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/deployment.md,top_level_doc,supporting,yes,operator+contributor,reviewed,yes,2026-03-20,see audit findings for concrete issue details
docs/development.md,top_level_doc,supporting,yes,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/index.md,top_level_doc,supporting,yes,operator+contributor,reviewed,yes,2026-03-20,see audit findings for concrete issue details
docs/makefile.md,top_level_doc,supporting,yes,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/monitoring.md,top_level_doc,supporting,yes,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/openapi.md,top_level_doc,supporting,no,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/risk_controls.md,top_level_doc,supporting,yes,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/strategy_bible/assumptions_and_threats.md,strategy_spec,canonical_supporting,yes,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/strategy_bible/generated/artifact_inventory.md,strategy_generated,generated,no,operator+governance,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/strategy_bible/generated/audit_snapshot.md,strategy_generated,generated,no,operator+governance,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/strategy_bible/generated/pipeline_snapshot.md,strategy_generated,generated,yes,operator+governance,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/strategy_bible/generated/source_index.md,strategy_generated,generated,no,operator+governance,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/strategy_bible/generated/stage_01_snapshot.md,strategy_generated,generated,yes,operator+governance,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/strategy_bible/generated/stage_02_snapshot.md,strategy_generated,generated,yes,operator+governance,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/strategy_bible/generated/stage_03_snapshot.md,strategy_generated,generated,yes,operator+governance,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/strategy_bible/generated/stage_04_snapshot.md,strategy_generated,generated,yes,operator+governance,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/strategy_bible/generated/stage_05_snapshot.md,strategy_generated,generated,yes,operator+governance,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/strategy_bible/generated/stage_06_snapshot.md,strategy_generated,generated,yes,operator+governance,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/strategy_bible/generated/stage_07_snapshot.md,strategy_generated,generated,yes,operator+governance,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/strategy_bible/generated/stage_08_snapshot.md,strategy_generated,generated,yes,operator+governance,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/strategy_bible/generated/stage_09_snapshot.md,strategy_generated,generated,yes,operator+governance,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/strategy_bible/generated/stage_10_snapshot.md,strategy_generated,generated,yes,operator+governance,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/strategy_bible/generated/stage_11_snapshot.md,strategy_generated,generated,yes,operator+governance,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/strategy_bible/generated/stage_12_snapshot.md,strategy_generated,generated,yes,operator+governance,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/strategy_bible/generated/stage_13_snapshot.md,strategy_generated,generated,yes,operator+governance,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/strategy_bible/generated/stage_14_snapshot.md,strategy_generated,generated,yes,operator+governance,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/strategy_bible/generated_dukascopy_candidate/artifact_inventory.md,strategy_generated_candidate,generated_candidate,no,operator+governance,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/strategy_bible/generated_dukascopy_candidate/audit_snapshot.md,strategy_generated_candidate,generated_candidate,no,operator+governance,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/strategy_bible/generated_dukascopy_candidate/pipeline_snapshot.md,strategy_generated_candidate,generated_candidate,no,operator+governance,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/strategy_bible/generated_dukascopy_candidate/source_index.md,strategy_generated_candidate,generated_candidate,no,operator+governance,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/strategy_bible/generated_dukascopy_candidate/stage_01_snapshot.md,strategy_generated_candidate,generated_candidate,no,operator+governance,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/strategy_bible/generated_dukascopy_candidate/stage_02_snapshot.md,strategy_generated_candidate,generated_candidate,no,operator+governance,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/strategy_bible/generated_dukascopy_candidate/stage_03_snapshot.md,strategy_generated_candidate,generated_candidate,no,operator+governance,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/strategy_bible/generated_dukascopy_candidate/stage_04_snapshot.md,strategy_generated_candidate,generated_candidate,no,operator+governance,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/strategy_bible/generated_dukascopy_candidate/stage_05_snapshot.md,strategy_generated_candidate,generated_candidate,no,operator+governance,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/strategy_bible/generated_dukascopy_candidate/stage_06_snapshot.md,strategy_generated_candidate,generated_candidate,no,operator+governance,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/strategy_bible/generated_dukascopy_candidate/stage_07_snapshot.md,strategy_generated_candidate,generated_candidate,no,operator+governance,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/strategy_bible/generated_dukascopy_candidate/stage_08_snapshot.md,strategy_generated_candidate,generated_candidate,no,operator+governance,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/strategy_bible/generated_dukascopy_candidate/stage_09_snapshot.md,strategy_generated_candidate,generated_candidate,no,operator+governance,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/strategy_bible/generated_dukascopy_candidate/stage_10_snapshot.md,strategy_generated_candidate,generated_candidate,no,operator+governance,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/strategy_bible/generated_dukascopy_candidate/stage_11_snapshot.md,strategy_generated_candidate,generated_candidate,no,operator+governance,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/strategy_bible/generated_dukascopy_candidate/stage_12_snapshot.md,strategy_generated_candidate,generated_candidate,no,operator+governance,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/strategy_bible/governance_glossary.md,strategy_spec,canonical_supporting,yes,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/strategy_bible/governance_mapping.md,strategy_spec,canonical_supporting,yes,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/strategy_bible/metric_dictionary.md,strategy_spec,canonical_supporting,yes,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/strategy_bible/model_handoff.md,strategy_spec,canonical_supporting,no,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/strategy_bible/offset_tickbar_robustness_method.md,strategy_spec,canonical_supporting,yes,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/strategy_bible/operator_playbook.md,strategy_spec,canonical_supporting,yes,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/strategy_bible/operator_runbook.md,strategy_spec,canonical_supporting,yes,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/strategy_bible/signal_lifecycle_reference.md,strategy_spec,canonical_supporting,yes,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/strategy_bible/stage_01_data_foundation.md,strategy_spec,canonical_supporting,yes,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/strategy_bible/stage_02_opportunity_mining.md,strategy_spec,canonical_supporting,yes,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/strategy_bible/stage_03_monthly_wfo.md,strategy_spec,canonical_supporting,yes,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/strategy_bible/stage_04_execution_realism.md,strategy_spec,canonical_supporting,yes,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/strategy_bible/stage_05_reduced_core.md,strategy_spec,canonical_supporting,yes,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/strategy_bible/stage_06_tick_exact_and_portability.md,strategy_spec,canonical_supporting,yes,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/strategy_bible/stage_07_logical_and_statistical_audit.md,strategy_spec,canonical_supporting,yes,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/strategy_bible/stage_08_robustness_and_stress.md,strategy_spec,canonical_supporting,yes,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/strategy_bible/stage_09_live_governance_and_deployment.md,strategy_spec,canonical_supporting,yes,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/strategy_bible/stage_10_known_risks_and_backlog.md,strategy_spec,canonical_supporting,yes,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/strategy_bible/stage_11_execution_monte_carlo.md,strategy_spec,canonical_supporting,yes,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/strategy_bible/stage_12_api_parity.md,strategy_spec,canonical_supporting,yes,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/strategy_bible/stage_13_dukascopy_testclient_parity.md,strategy_spec,canonical_supporting,yes,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/strategy_bible/stage_14_jforex_runtime_certification.md,strategy_spec,canonical_supporting,yes,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/strategy_bible/symbol_onboarding_playbook.md,strategy_spec,canonical_supporting,yes,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/validation.md,top_level_doc,supporting,yes,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/walkthrough.md,top_level_doc,supporting,yes,operator+contributor,reviewed,yes,2026-03-20,see audit findings for concrete issue details
configs/research/governance/ftmo/ftmo_rules.yaml,governance_legacy_policy,legacy_support,no,governance,reviewed,no,2026-03-20,structural sweep + targeted content check
configs/research/governance/oco_live_policy.yaml,governance_policy,active_config,no,governance,reviewed,no,2026-03-20,structural sweep + targeted content check
configs/research/governance/oco_monitoring_exceptions.yaml,governance_policy,active_config,no,governance,reviewed,no,2026-03-20,structural sweep + targeted content check
configs/research/governance/oco_rule_universe_registry.yaml,governance_registry,active_config,no,governance,reviewed,no,2026-03-20,structural sweep + targeted content check
configs/research/governance/oco/audusd_oco_live_lock.json,governance_live_lock,active_config,no,governance,reviewed,no,2026-03-20,structural sweep + targeted content check
configs/research/governance/oco/eurusd_oco_live_lock.json,governance_live_lock,active_config,no,governance,reviewed,no,2026-03-20,structural sweep + targeted content check
configs/research/governance/oco/gbpusd_oco_live_lock.json,governance_live_lock,active_config,no,governance,reviewed,no,2026-03-20,structural sweep + targeted content check
configs/research/governance/oco/usdcad_oco_live_lock.json,governance_live_lock,active_config,no,governance,reviewed,no,2026-03-20,structural sweep + targeted content check
configs/research/governance/oco/usdchf_oco_live_lock.json,governance_live_lock,active_config,no,governance,reviewed,no,2026-03-20,structural sweep + targeted content check
configs/research/governance/oco/usdjpy_oco_live_lock.json,governance_live_lock,active_config,no,governance,reviewed,no,2026-03-20,structural sweep + targeted content check
configs/research/governance/oco_dukascopy_candidate/audusd_oco_live_lock.json,governance_candidate_lock,generated_candidate,no,governance,reviewed,no,2026-03-20,structural sweep + targeted content check
configs/research/governance/oco_dukascopy_candidate/eurusd_oco_live_lock.json,governance_candidate_lock,generated_candidate,no,governance,reviewed,no,2026-03-20,structural sweep + targeted content check
configs/research/governance/oco_dukascopy_candidate/gbpusd_oco_live_lock.json,governance_candidate_lock,generated_candidate,no,governance,reviewed,no,2026-03-20,structural sweep + targeted content check
configs/research/governance/oco_dukascopy_candidate/usdcad_oco_live_lock.json,governance_candidate_lock,generated_candidate,no,governance,reviewed,no,2026-03-20,structural sweep + targeted content check
configs/research/governance/oco_dukascopy_candidate/usdchf_oco_live_lock.json,governance_candidate_lock,generated_candidate,no,governance,reviewed,no,2026-03-20,structural sweep + targeted content check
configs/research/governance/oco_dukascopy_candidate/usdjpy_oco_live_lock.json,governance_candidate_lock,generated_candidate,no,governance,reviewed,no,2026-03-20,structural sweep + targeted content check
